0.0000	1.0000e+00
0.0018	1.0000e+00
0.0035	1.0000e+00
0.0053	1.0000e+00
0.0070	1.0000e+00
0.0088	1.0000e+00
0.0105	1.0000e+00
0.0123	1.0000e+00
0.0140	1.0000e+00
0.0158	1.0000e+00
0.0175	1.0000e+00
0.0193	1.0000e+00
0.0211	1.0000e+00
0.0228	2.8306e-01
0.0246	1.3182e-01
0.0263	7.7260e-02
0.0281	5.0219e-02
0.0298	3.4763e-02
0.0316	2.5136e-02
0.0333	1.8777e-02
0.0351	1.4390e-02
0.0368	1.1259e-02
0.0386	8.9633e-03
0.0404	7.2410e-03
0.0421	5.9243e-03
0.0439	4.9011e-03
0.0456	4.0945e-03
0.0474	3.4507e-03
0.0491	2.9311e-03
0.0509	2.5075e-03
0.0526	2.1590e-03
0.0544	1.8700e-03
0.0561	1.6286e-03
0.0579	1.4255e-03
0.0596	1.2535e-03
0.0614	1.1071e-03
0.0632	9.8179e-04
0.0649	8.7396e-04
0.0667	7.8075e-04
0.0684	6.9983e-04
0.0702	6.2929e-04
0.0719	5.6755e-04
0.0737	5.1333e-04
0.0754	4.6555e-04
0.0772	4.2330e-04
0.0789	3.8582e-04
0.0807	3.5249e-04
0.0825	3.2275e-04
0.0842	2.9616e-04
0.0860	2.7232e-04
0.0877	2.5089e-04
0.0895	2.3159e-04
0.0912	2.1417e-04
0.0930	1.9840e-04
0.0947	1.8411e-04
0.0965	1.7113e-04
0.0982	1.5932e-04
0.1000	1.4855e-04
0.1018	1.3871e-04
0.1035	1.2972e-04
0.1053	1.2148e-04
0.1070	1.1392e-04
0.1088	1.0697e-04
0.1105	1.0057e-04
0.1123	9.4680e-05
0.1140	8.9241e-05
0.1158	8.4215e-05
0.1175	7.9565e-05
0.1193	7.5257e-05
0.1211	7.1262e-05
0.1228	6.7552e-05
0.1246	6.4102e-05
0.1263	6.0892e-05
0.1281	5.7901e-05
0.1298	5.5112e-05
0.1316	5.2507e-05
0.1333	5.0073e-05
0.1351	4.7796e-05
0.1368	4.5664e-05
0.1386	4.3665e-05
0.1404	4.1790e-05
0.1421	4.0029e-05
0.1439	3.8374e-05
0.1456	3.6818e-05
0.1474	3.5352e-05
0.1491	3.3971e-05
0.1509	3.2669e-05
0.1526	3.1440e-05
0.1544	3.0279e-05
0.1561	2.9182e-05
0.1579	2.8143e-05
0.1596	2.7161e-05
0.1614	2.6229e-05
0.1632	2.5346e-05
0.1649	2.4508e-05
0.1667	2.3712e-05
0.1684	2.2956e-05
0.1702	2.2237e-05
0.1719	2.1553e-05
0.1737	2.0901e-05
0.1754	2.0281e-05
0.1772	1.9688e-05
0.1789	1.9124e-05
0.1807	1.8584e-05
0.1825	1.8069e-05
0.1842	1.7576e-05
0.1860	1.7104e-05
0.1877	1.6653e-05
0.1895	1.6221e-05
0.1912	1.5806e-05
0.1930	1.5409e-05
0.1947	1.5027e-05
0.1965	1.4661e-05
0.1982	1.4309e-05
0.2000	1.3970e-05
0.2018	1.3645e-05
0.2035	1.3331e-05
0.2053	1.3029e-05
0.2070	1.2738e-05
0.2088	1.2458e-05
0.2105	1.2187e-05
0.2123	1.1925e-05
0.2140	1.1673e-05
0.2158	1.1429e-05
0.2175	1.1193e-05
0.2193	1.0964e-05
0.2211	1.0743e-05
0.2228	1.0529e-05
0.2246	1.0322e-05
0.2263	1.0120e-05
0.2281	9.9252e-06
0.2298	9.7357e-06
0.2316	9.5517e-06
0.2333	9.3730e-06
0.2351	9.1992e-06
0.2368	9.0302e-06
0.2386	8.8658e-06
0.2404	8.7058e-06
0.2421	8.5500e-06
0.2439	8.3981e-06
0.2456	8.2501e-06
0.2474	8.1058e-06
0.2491	7.9650e-06
0.2509	7.8276e-06
0.2526	7.6935e-06
0.2544	7.5624e-06
0.2561	7.4344e-06
0.2579	7.3093e-06
0.2596	7.1869e-06
0.2614	7.0671e-06
0.2632	6.9500e-06
0.2649	6.8353e-06
0.2667	6.7230e-06
0.2684	6.6130e-06
0.2702	6.5052e-06
0.2719	6.3995e-06
0.2737	6.2959e-06
0.2754	6.1943e-06
0.2772	6.0945e-06
0.2789	5.9967e-06
0.2807	5.9006e-06
0.2825	5.8063e-06
0.2842	5.7137e-06
0.2860	5.6226e-06
0.2877	5.5332e-06
0.2895	5.4453e-06
0.2912	5.3589e-06
0.2930	5.2739e-06
0.2947	5.1903e-06
0.2965	5.1080e-06
0.2982	5.0271e-06
0.3000	4.9475e-06
0.3018	4.8691e-06
0.3035	4.7919e-06
0.3053	4.7159e-06
0.3070	4.6411e-06
0.3088	4.5674e-06
0.3105	4.4947e-06
0.3123	4.4232e-06
0.3140	4.3527e-06
0.3158	4.2832e-06
0.3175	4.2147e-06
0.3193	4.1471e-06
0.3211	4.0806e-06
0.3228	4.0149e-06
0.3246	3.9502e-06
0.3263	3.8863e-06
0.3281	3.8234e-06
0.3298	3.7613e-06
0.3316	3.7000e-06
0.3333	3.6395e-06
0.3351	3.5799e-06
0.3368	3.5210e-06
0.3386	3.4630e-06
0.3404	3.4057e-06
0.3421	3.3491e-06
0.3439	3.2933e-06
0.3456	3.2382e-06
0.3474	3.1839e-06
0.3491	3.1302e-06
0.3509	3.0773e-06
0.3526	3.0250e-06
0.3544	2.9734e-06
0.3561	2.9225e-06
0.3579	2.8722e-06
0.3596	2.8226e-06
0.3614	2.7736e-06
0.3632	2.7252e-06
0.3649	2.6775e-06
0.3667	2.6304e-06
0.3684	2.5838e-06
0.3702	2.5379e-06
0.3719	2.4926e-06
0.3737	2.4479e-06
0.3754	2.4037e-06
0.3772	2.3601e-06
0.3789	2.3171e-06
0.3807	2.2746e-06
0.3825	2.2327e-06
0.3842	2.1914e-06
0.3860	2.1506e-06
0.3877	2.1103e-06
0.3895	2.0706e-06
0.3912	2.0314e-06
0.3930	1.9927e-06
0.3947	1.9545e-06
0.3965	1.9168e-06
0.3982	1.8797e-06
0.4000	1.8430e-06
0.4018	1.8069e-06
0.4035	1.7712e-06
0.4053	1.7360e-06
0.4070	1.7014e-06
0.4088	1.6672e-06
0.4105	1.6334e-06
0.4123	1.6002e-06
0.4140	1.5674e-06
0.4158	1.5351e-06
0.4175	1.5032e-06
0.4193	1.4718e-06
0.4211	1.4409e-06
0.4228	1.4104e-06
0.4246	1.3803e-06
0.4263	1.3507e-06
0.4281	1.3215e-06
0.4298	1.2928e-06
0.4316	1.2645e-06
0.4333	1.2366e-06
0.4351	1.2091e-06
0.4368	1.1821e-06
0.4386	1.1555e-06
0.4404	1.1293e-06
0.4421	1.1035e-06
0.4439	1.0781e-06
0.4456	1.0531e-06
0.4474	1.0285e-06
0.4491	1.0043e-06
0.4509	9.8053e-07
0.4526	9.5712e-07
0.4544	9.3410e-07
0.4561	9.1146e-07
0.4579	8.8920e-07
0.4596	8.6732e-07
0.4614	8.4581e-07
0.4632	8.2467e-07
0.4649	8.0390e-07
0.4667	7.8349e-07
0.4684	7.6343e-07
0.4702	7.4374e-07
0.4719	7.2440e-07
0.4737	7.0541e-07
0.4754	6.8676e-07
0.4772	6.6846e-07
0.4789	6.5049e-07
0.4807	6.3287e-07
0.4825	6.1557e-07
0.4842	5.9861e-07
0.4860	5.8197e-07
0.4877	5.6566e-07
0.4895	5.4967e-07
0.4912	5.3399e-07
0.4930	5.1863e-07
0.4947	5.0358e-07
0.4965	4.8883e-07
0.4982	4.7439e-07
0.5000	4.6025e-07
0.5018	4.4640e-07
0.5035	4.3285e-07
0.5053	4.1959e-07
0.5070	4.0662e-07
0.5088	3.9393e-07
0.5105	3.8152e-07
0.5123	3.6939e-07
0.5140	3.5754e-07
0.5158	3.4595e-07
0.5175	3.3463e-07
0.5193	3.2358e-07
0.5211	3.1279e-07
0.5228	3.0225e-07
0.5246	2.9197e-07
0.5263	2.8194e-07
0.5281	2.7216e-07
0.5298	2.6263e-07
0.5316	2.5333e-07
0.5333	2.4427e-07
0.5351	2.3545e-07
0.5368	2.2686e-07
0.5386	2.1850e-07
0.5404	2.1037e-07
0.5421	2.0245e-07
0.5439	1.9476e-07
0.5456	1.8728e-07
0.5474	1.8001e-07
0.5491	1.7296e-07
0.5509	1.6611e-07
0.5526	1.5946e-07
0.5544	1.5301e-07
0.5561	1.4676e-07
0.5579	1.4071e-07
0.5596	1.3484e-07
