0.5614	1.2916e-07
0.5632	1.2367e-07
0.5649	1.1836e-07
0.5667	1.1322e-07
0.5684	1.0826e-07
0.5702	1.0348e-07
0.5719	9.8858e-08
0.5737	9.4407e-08
0.5754	9.0119e-08
0.5772	8.5991e-08
0.5789	8.2021e-08
0.5807	7.8205e-08
0.5825	7.4540e-08
0.5842	7.1024e-08
0.5860	6.7654e-08
0.5877	6.4426e-08
0.5895	6.1339e-08
0.5912	5.8388e-08
0.5930	5.5572e-08
0.5947	5.2887e-08
0.5965	5.0331e-08
0.5982	4.7901e-08
0.6000	4.5594e-08
0.6018	4.3408e-08
0.6035	4.1340e-08
0.6053	3.9387e-08
0.6070	3.7546e-08
0.6088	3.5815e-08
0.6105	3.4192e-08
0.6123	3.2673e-08
0.6140	3.1257e-08
0.6158	2.9940e-08
0.6175	2.8720e-08
0.6193	2.7595e-08
0.6211	2.6562e-08
0.6228	2.5619e-08
0.6246	2.4763e-08
0.6263	2.3992e-08
0.6281	2.3304e-08
0.6298	2.2696e-08
0.6316	2.2166e-08
0.6333	2.1712e-08
0.6351	2.1331e-08
0.6368	2.1022e-08
0.6386	2.0781e-08
0.6404	2.0607e-08
0.6421	2.0498e-08
0.6439	2.0451e-08
0.6456	2.0465e-08
0.6474	2.0537e-08
0.6491	2.0665e-08
0.6509	2.0848e-08
0.6526	2.1083e-08
0.6544	2.1369e-08
0.6561	2.1703e-08
0.6579	2.2083e-08
0.6596	2.2508e-08
0.6614	2.2976e-08
0.6632	2.3485e-08
0.6649	2.4033e-08
0.6667	2.4618e-08
0.6684	2.5239e-08
0.6702	2.5895e-08
0.6719	2.6582e-08
0.6737	2.7300e-08
0.6754	2.8047e-08
0.6772	2.8822e-08
0.6789	2.9622e-08
0.6807	3.0447e-08
0.6825	3.1295e-08
0.6842	3.2164e-08
0.6860	3.3053e-08
0.6877	3.3960e-08
0.6895	3.4884e-08
0.6912	3.5824e-08
0.6930	3.6779e-08
0.6947	3.7746e-08
0.6965	3.8726e-08
0.6982	3.9716e-08
0.7000	4.0715e-08
