0.0000	1.0000e+00
0.0200	1.0612e+00
0.0400	9.4058e-01
0.0600	8.2144e-01
0.0800	6.8592e-01
0.1000	5.4536e-01
0.1200	4.1263e-01
0.1400	2.9793e-01
0.1600	2.0709e-01
0.1800	1.4142e-01
0.2000	9.8462e-02
0.2200	7.3363e-02
0.2400	6.0401e-02
0.2600	5.4248e-02
0.2800	5.0782e-02
0.3000	4.7399e-02
0.3200	4.2905e-02
0.3400	3.7158e-02
0.3600	3.0625e-02
0.3800	2.3982e-02
0.4000	1.7844e-02
